;Value;tweet;cleaning;tweet_tokens
490;Negatif;@plindungi sertifikat vaksin belum keluar sdh vaksin ke 2 dan bisa masuk akun peduli lindungi bgtu cek sertifikat data tidak ditemukan;sertifikat vaksin belum keluar sdh vaksin ke dan bisa masuk akun peduli lindungi bgtu cek sertifikat data tidak ditemukan;['sertifikat', 'vaksin', 'belum', 'keluar', 'sdh', 'vaksin', 'ke', 'dan', 'bisa', 'masuk', 'akun', 'peduli', 'lindungi', 'bgtu', 'cek', 'sertifikat', 'data', 'tidak', 'ditemukan']
491;Negatif;@plindungi sertifikat saya masih belum juga muncul pas di cek masa data belum ada gimana sih katanya suruh vaksin emang waktu saya cuma buat ngurus srtifikat doang;sertifikat saya masih belum juga muncul pas di cek masa data belum ada gimana sih katanya suruh vaksin emang waktu saya cuma buat ngurus srtifikat doang;['sertifikat', 'saya', 'masih', 'belum', 'juga', 'muncul', 'pas', 'di', 'cek', 'masa', 'data', 'belum', 'ada', 'gimana', 'sih', 'katanya', 'suruh', 'vaksin', 'emang', 'waktu', 'saya', 'cuma', 'buat', 'ngurus', 'srtifikat', 'doang']
492;Negatif;@plindungi sertifikan vaksin ke ii tidak muncul karena screening vaksin i lupa di setorkan ke admin tempat vaksin, solusinya bagaimana?;sertifikan vaksin ke ii tidak muncul karena screening vaksin  lupa di setorkan ke admin tempat vaksin solusinya bagaimana;['sertifikan', 'vaksin', 'ke', 'ii', 'tidak', 'muncul', 'karena', 'screening', 'vaksin', 'lupa', 'di', 'setorkan', 'ke', 'admin', 'tempat', 'vaksin', 'solusinya', 'bagaimana']
493;Negatif;@plindungi serifikat gak keluar2 sejak 19 agustus 2021. solusi?;serifikat gak keluar sejak agustus solusi;['serifikat', 'gak', 'keluar', 'sejak', 'agustus', 'solusi']
494;Negatif;@plindungi selamat sore,,tolong admin info nya,anak saya udh faksin yg ke dua,tanggal 8..11..2021,,tapi sampai sekarang sertifikat ya blm kluar..klu faksin yg pertama udh;selamat soretolong admin info nyaanak saya udh faksin yg ke duatanggal tapi sampai sekarang sertifikat ya blm kluarklu faksin yg pertama udh;['selamat', 'soretolong', 'admin', 'info', 'nyaanak', 'saya', 'udh', 'faksin', 'yg', 'ke', 'duatanggal', 'tapi', 'sampai', 'sekarang', 'sertifikat', 'ya', 'blm', 'kluarklu', 'faksin', 'yg', 'pertama', 'udh']
495;Negatif;@plindungi selamat sore admin, saya mau tanya, ibu saya sudah vaksin 2 kali, ternyata saat vaksin memasukkan no hp yg sudah tidak aktif. sehingga tidak bisa download sertifikat. bagaimana solusinya agar bisa di download ya ? terima kasih;selamat sore admin saya mau tanya ibu saya sudah vaksin kali ternyata saat vaksin memasukkan no hp yg sudah tidak aktif sehingga tidak bisa download sertifikat bagaimana solusinya agar bisa di download ya terima kasih;['selamat', 'sore', 'admin', 'saya', 'mau', 'tanya', 'ibu', 'saya', 'sudah', 'vaksin', 'kali', 'ternyata', 'saat', 'vaksin', 'memasukkan', 'no', 'hp', 'yg', 'sudah', 'tidak', 'aktif', 'sehingga', 'tidak', 'bisa', 'download', 'sertifikat', 'bagaimana', 'solusinya', 'agar', 'bisa', 'di', 'download', 'ya', 'terima', 'kasih']
496;Negatif;@plindungi selamat siang, saya ingin klaim sertifikat vaksin di aplikasi peduli lindungi. tapi untuk input pengisian tanggal lahir, option-nya di-default ke tanggal hari ini.  masa saya lahir hari ini ð  https://t.co/q4yki1fsqw;selamat siang saya ingin klaim sertifikat vaksin di aplikasi peduli lindungi tapi untuk input pengisian tanggal lahir optionnya didefault ke tanggal hari ini masa saya lahir hari ini;['selamat', 'siang', 'saya', 'ingin', 'klaim', 'sertifikat', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'tapi', 'untuk', 'input', 'pengisian', 'tanggal', 'lahir', 'optionnya', 'didefault', 'ke', 'tanggal', 'hari', 'ini', 'masa', 'saya', 'lahir', 'hari', 'ini']
497;Negatif;@plindungi selamat pagi, kami diminta peduli dan melindungi, tapi ketika kami meminta solusi dan arahan seperti apa ketika ada kendala di pedulilindungi apakah peduli???? cek dm min.;selamat pagi kami diminta peduli dan melindungi tapi ketika kami meminta solusi dan arahan seperti apa ketika ada kendala di pedulilindungi apakah peduli cek dm min;['selamat', 'pagi', 'kami', 'diminta', 'peduli', 'dan', 'melindungi', 'tapi', 'ketika', 'kami', 'meminta', 'solusi', 'dan', 'arahan', 'seperti', 'apa', 'ketika', 'ada', 'kendala', 'di', 'pedulilindungi', 'apakah', 'peduli', 'cek', 'dm', 'min']
498;Negatif;@plindungi selamat pagi mohon dibantu... saya vaksin tgl 15 agustus pakai astrazeneca, utk vaksin ke 2nya saya dpt jadwal tgl 16 november di bukti surat kcl yg dksh dr sana. tp di pedulilindungi ada jadwal saya hrs vaksin ke2 tgl 10 october yg bener yg ma;selamat pagi mohon dibantu saya vaksin tgl agustus pakai astrazeneca utk vaksin ke nya saya dpt jadwal tgl november di bukti surat kcl yg dksh dr sana tp di pedulilindungi ada jadwal saya hrs vaksin ke tgl october yg bener yg ma;['selamat', 'pagi', 'mohon', 'dibantu', 'saya', 'vaksin', 'tgl', 'agustus', 'pakai', 'astrazeneca', 'utk', 'vaksin', 'ke', 'nya', 'saya', 'dpt', 'jadwal', 'tgl', 'november', 'di', 'bukti', 'surat', 'kcl', 'yg', 'dksh', 'dr', 'sana', 'tp', 'di', 'pedulilindungi', 'ada', 'jadwal', 'saya', 'hrs', 'vaksin', 'ke', 'tgl', 'october', 'yg', 'bener', 'yg', 'ma']
499;Negatif;@plindungi selamat pagi kak mohon petunjuk mengenai sertifikat vaksin dosis dua saya sejak tanggal pemberian vaksin dosis dua pada tanggal 7 agustus 2021 hingga saat ini kok belum terbit ya? terimakasih ð;selamat pagi kak mohon petunjuk mengenai sertifikat vaksin dosis dua saya sejak tanggal pemberian vaksin dosis dua pada tanggal agustus hingga saat ini kok belum terbit ya terimakasih;['selamat', 'pagi', 'kak', 'mohon', 'petunjuk', 'mengenai', 'sertifikat', 'vaksin', 'dosis', 'dua', 'saya', 'sejak', 'tanggal', 'pemberian', 'vaksin', 'dosis', 'dua', 'pada', 'tanggal', 'agustus', 'hingga', 'saat', 'ini', 'kok', 'belum', 'terbit', 'ya', 'terimakasih']
500;negatif;@plindungi selamat malam min, mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email. cara mendapat sertifikat vaksinnya bagaimana ya? karena di app peduli lindungi nya tidak muncul sertifikat nya. terima kasih;selamat malam min mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email cara mendapat sertifikat vaksinnya bagaimana ya karena di app peduli lindungi nya tidak muncul sertifikat nya terima kasih;['selamat', 'malam', 'min', 'mau', 'tanya', 'kalau', 'waktu', 'vaksin', 'tidak', 'memberikan', 'nomor', 'telpon', 'dan', 'email', 'cara', 'mendapat', 'sertifikat', 'vaksinnya', 'bagaimana', 'ya', 'karena', 'di', 'app', 'peduli', 'lindungi', 'nya', 'tidak', 'muncul', 'sertifikat', 'nya', 'terima', 'kasih']
501;Negatif;@plindungi sekitar jam 8 ada notif apk peduli lindungi check in di mal sumarecon, pdhl saya tidak pergi ke mall dan ga sempat ss. ini siapa yg pake akunnya ?;sekitar jam ada notif apk peduli lindungi check in di mal sumarecon pdhl saya tidak pergi ke mall dan ga sempat ss ini siapa yg pake akunnya;['sekitar', 'jam', 'ada', 'notif', 'apk', 'peduli', 'lindungi', 'check', 'in', 'di', 'mal', 'sumarecon', 'pdhl', 'saya', 'tidak', 'pergi', 'ke', 'mall', 'dan', 'ga', 'sempat', 'ss', 'ini', 'siapa', 'yg', 'pake', 'akunnya']
502;Negatif;@plindungi sayang peduli lindungi hari ini tidak bisa cek sertifikat vaksin lebih dari 5ð¤¦ââï¸;sayang peduli lindungi hari ini tidak bisa cek sertifikat vaksin lebih dari;['sayang', 'peduli', 'lindungi', 'hari', 'ini', 'tidak', 'bisa', 'cek', 'sertifikat', 'vaksin', 'lebih', 'dari']
503;Negatif;@plindungi saya udah vaksin kedua, kok malah terdtaa belum vaksin sihð­ cara biar terdata gimana yaaa min?;saya udah vaksin kedua kok malah terdtaa belum vaksin sih cara biar terdata gimana yaaa min;['saya', 'udah', 'vaksin', 'kedua', 'kok', 'malah', 'terdtaa', 'belum', 'vaksin', 'sih', 'cara', 'biar', 'terdata', 'gimana', 'yaaa', 'min']
504;Negatif;@plindungi saya udah vaksin ke-2 tanggal 6 oktober tapi udah seminggu lebih sertifikatnya belum tercetak. gimana ya?;saya udah vaksin ke tanggal oktober tapi udah seminggu lebih sertifikatnya belum tercetak gimana ya;['saya', 'udah', 'vaksin', 'ke', 'tanggal', 'oktober', 'tapi', 'udah', 'seminggu', 'lebih', 'sertifikatnya', 'belum', 'tercetak', 'gimana', 'ya']
505;Negatif;@plindungi saya udah vaksin 2x tapi sertifikat gk keluar2 itu gimna ya;saya udah vaksin  tapi sertifikat gk keluar itu gimna ya;['saya', 'udah', 'vaksin', 'tapi', 'sertifikat', 'gk', 'keluar', 'itu', 'gimna', 'ya']
506;Negatif;@plindungi saya udah dm tapi ga bales udah email tapi di suruh nunggu etah sampai kapan, sedangkan data diri masih belum vaksin padahal udah, ini gimana saya mau kemana-kemana sedangkan harus pake pedulilindungi ð¤¦ð¤¦ð¤¦;saya udah dm tapi ga bales udah email tapi di suruh nunggu etah sampai kapan sedangkan data diri masih belum vaksin padahal udah ini gimana saya mau kemanakemana sedangkan harus pake pedulilindungi;['saya', 'udah', 'dm', 'tapi', 'ga', 'bales', 'udah', 'email', 'tapi', 'di', 'suruh', 'nunggu', 'etah', 'sampai', 'kapan', 'sedangkan', 'data', 'diri', 'masih', 'belum', 'vaksin', 'padahal', 'udah', 'ini', 'gimana', 'saya', 'mau', 'kemanakemana', 'sedangkan', 'harus', 'pake', 'pedulilindungi']
507;Negatif;@plindungi saya uda di vaksin 2 kali tapi sertifikat nya tidak ada dan muncul nama orang lain. ada kemungkinan pihak medis salah masukin input no nik saya,kayak mana solusinya???  https://t.co/92tqym1moj;saya uda di vaksin kali tapi sertifikat nya tidak ada dan muncul nama orang lain ada kemungkinan pihak medis salah masukin input no nik sayakayak mana solusinya;['saya', 'uda', 'di', 'vaksin', 'kali', 'tapi', 'sertifikat', 'nya', 'tidak', 'ada', 'dan', 'muncul', 'nama', 'orang', 'lain', 'ada', 'kemungkinan', 'pihak', 'medis', 'salah', 'masukin', 'input', 'no', 'nik', 'sayakayak', 'mana', 'solusinya']
508;Negatif;@plindungi saya uda d vaksin ke dua bulam 6 juni 2021. bukti nya ada (sudah saya email smua),.trus knpa.smape skarang 17 oktober 2021d status saya belum vaksin ke dua ? sudah kirim email, telfon, inbox sosmed (termasuk ini). tolonglah kasi pencerahan, jgn;saya uda  vaksin ke dua bulam juni bukti nya ada sudah saya email smuatrus knpasmape skarang oktober  status saya belum vaksin ke dua sudah kirim email telfon inbox sosmed termasuk ini tolonglah kasi pencerahan jgn;['saya', 'uda', 'vaksin', 'ke', 'dua', 'bulam', 'juni', 'bukti', 'nya', 'ada', 'sudah', 'saya', 'email', 'smuatrus', 'knpasmape', 'skarang', 'oktober', 'status', 'saya', 'belum', 'vaksin', 'ke', 'dua', 'sudah', 'kirim', 'email', 'telfon', 'inbox', 'sosmed', 'termasuk', 'ini', 'tolonglah', 'kasi', 'pencerahan', 'jgn']
509;Negatif;@plindungi saya tidak bisa cek sertifikat vaksin warga saya, apakah ada batasannya?;saya tidak bisa cek sertifikat vaksin warga saya apakah ada batasannya;['saya', 'tidak', 'bisa', 'cek', 'sertifikat', 'vaksin', 'warga', 'saya', 'apakah', 'ada', 'batasannya']
510;Negatif;@plindungi saya td install ulang pl kemudian tidak dapat2 kode aotp walau sudah minta kirim berkali-kali. setelah dapat kode otp sekarang vwrifikasi sellaungagal. mohon bantuan ya. terima kasih.;saya td install ulang pl kemudian tidak dapat kode aotp walau sudah minta kirim berkalikali setelah dapat kode otp sekarang vwrifikasi sellaungagal mohon bantuan ya terima kasih;['saya', 'td', 'install', 'ulang', 'pl', 'kemudian', 'tidak', 'dapat', 'kode', 'aotp', 'walau', 'sudah', 'minta', 'kirim', 'berkalikali', 'setelah', 'dapat', 'kode', 'otp', 'sekarang', 'vwrifikasi', 'sellaungagal', 'mohon', 'bantuan', 'ya', 'terima', 'kasih']
511;Negatif;@plindungi saya sudah vaksin, tapi status aplikasi peduli lindungi saya masih merah. gmana tuh min?;saya sudah vaksin tapi status aplikasi peduli lindungi saya masih merah gmana tuh min;['saya', 'sudah', 'vaksin', 'tapi', 'status', 'aplikasi', 'peduli', 'lindungi', 'saya', 'masih', 'merah', 'gmana', 'tuh', 'min']
512;Negatif;@plindungi saya sudah vaksin tapi kok sertivikat vaksinnya gk bisa di buka ya ?  https://t.co/fqbeo2tfk4;saya sudah vaksin tapi kok sertivikat vaksinnya gk bisa di buka ya;['saya', 'sudah', 'vaksin', 'tapi', 'kok', 'sertivikat', 'vaksinnya', 'gk', 'bisa', 'di', 'buka', 'ya']
513;Negatif;@plindungi saya sudah vaksin kedua. tetapi, sertifikat vaksin saya belum terbit  https://t.co/ajqykljc9z;saya sudah vaksin kedua tetapi sertifikat vaksin saya belum terbit;['saya', 'sudah', 'vaksin', 'kedua', 'tetapi', 'sertifikat', 'vaksin', 'saya', 'belum', 'terbit']
514;Negatif;@plindungi saya sudah vaksin ke 2... bbrp bulan lalu... sampek detik ini tetep gk ada sertifikat vaksin ke 2 . udah komplen bolak balik .. urus yg bener lah klo sudah di komplen itu;saya sudah vaksin ke bbrp bulan lalu sampek detik ini tetep gk ada sertifikat vaksin ke udah komplen bolak balik urus yg bener lah klo sudah di komplen itu;['saya', 'sudah', 'vaksin', 'ke', 'bbrp', 'bulan', 'lalu', 'sampek', 'detik', 'ini', 'tetep', 'gk', 'ada', 'sertifikat', 'vaksin', 'ke', 'udah', 'komplen', 'bolak', 'balik', 'urus', 'yg', 'bener', 'lah', 'klo', 'sudah', 'di', 'komplen', 'itu']
515;Negatif;@plindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. sudah 3 hari masih tetap berwarna kuning. ini gimana ?;saya sudah vaksin ke tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning sudah hari masih tetap berwarna kuning ini gimana;['saya', 'sudah', 'vaksin', 'ke', 'tapi', 'status', 'warna', 'vaksin', 'saya', 'di', 'aplikasi', 'dan', 'web', 'pedulilindungi', 'masih', 'berwarna', 'kuning', 'sudah', 'hari', 'masih', 'tetap', 'berwarna', 'kuning', 'ini', 'gimana']
516;Negatif;@plindungi saya sudah vaksin dosis kedua,tetapi di aplikasi peduli lindungi tidak muncul sertifikat vaksin dosis keduanya . bagaimana cara mengatasinya pak/bu ?;saya sudah vaksin dosis keduatetapi di aplikasi peduli lindungi tidak muncul sertifikat vaksin dosis keduanya bagaimana cara mengatasinya pakbu;['saya', 'sudah', 'vaksin', 'dosis', 'keduatetapi', 'di', 'aplikasi', 'peduli', 'lindungi', 'tidak', 'muncul', 'sertifikat', 'vaksin', 'dosis', 'keduanya', 'bagaimana', 'cara', 'mengatasinya', 'pakbu']
517;Negatif;@plindungi saya sudah vaksin dosis 2 tapi sertifikatnya sudah 1 minggu masih belum keluar. saya harus bagaimana ya?;saya sudah vaksin dosis tapi sertifikatnya sudah minggu masih belum keluar saya harus bagaimana ya;['saya', 'sudah', 'vaksin', 'dosis', 'tapi', 'sertifikatnya', 'sudah', 'minggu', 'masih', 'belum', 'keluar', 'saya', 'harus', 'bagaimana', 'ya']
518;Negatif;@plindungi saya sudah vaksin 2x,ada kartu vaksin sari puskesmas setempat,tetapi saat mau unduh sertipikat vaksin,ada keterangan jenis vaksin tidak di temukan ? solusinya bagaimana?;saya sudah vaksin xada kartu vaksin sari puskesmas setempattetapi saat mau unduh sertipikat vaksinada keterangan jenis vaksin tidak di temukan solusinya bagaimana;['saya', 'sudah', 'vaksin', 'xada', 'kartu', 'vaksin', 'sari', 'puskesmas', 'setempattetapi', 'saat', 'mau', 'unduh', 'sertipikat', 'vaksinada', 'keterangan', 'jenis', 'vaksin', 'tidak', 'di', 'temukan', 'solusinya', 'bagaimana']
519;Negatif;@plindungi saya sudah vaksin 2x, tapi mengapa sampai sekarang saya belum dapat kode sertifikatnya belum keluar;saya sudah vaksin  tapi mengapa sampai sekarang saya belum dapat kode sertifikatnya belum keluar;['saya', 'sudah', 'vaksin', 'tapi', 'mengapa', 'sampai', 'sekarang', 'saya', 'belum', 'dapat', 'kode', 'sertifikatnya', 'belum', 'keluar']
520;Negatif;@plindungi saya sudah melakukan vaksinasi, tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah?;saya sudah melakukan vaksinasi tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah;['saya', 'sudah', 'melakukan', 'vaksinasi', 'tapi', 'sepertinya', 'nik', 'saya', 'ada', 'kesalahan', 'cara', 'memperbaiki', 'nya', 'gimana', 'yah']
521;Negatif;@plindungi saya sudah melakukan vaksin ke dua tanggal 20 september kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. masa saya harus vaksin lagi sakit ga mau;saya sudah melakukan vaksin ke dua tanggal september kemarin tapi sertifikat nya ga keluar kemaren juga kertasnya tulisan tangan gimana yah solusinya masa saya harus vaksin lagi sakit ga mau;['saya', 'sudah', 'melakukan', 'vaksin', 'ke', 'dua', 'tanggal', 'september', 'kemarin', 'tapi', 'sertifikat', 'nya', 'ga', 'keluar', 'kemaren', 'juga', 'kertasnya', 'tulisan', 'tangan', 'gimana', 'yah', 'solusinya', 'masa', 'saya', 'harus', 'vaksin', 'lagi', 'sakit', 'ga', 'mau']
522;Negatif;@plindungi saya sudah melakukan vaksin ke dua tanggal 20 kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. masa saya harus vaksin lagi sakit ga mau;saya sudah melakukan vaksin ke dua tanggal kemarin tapi sertifikat nya ga keluar kemaren juga kertasnya tulisan tangan gimana yah solusinya masa saya harus vaksin lagi sakit ga mau;['saya', 'sudah', 'melakukan', 'vaksin', 'ke', 'dua', 'tanggal', 'kemarin', 'tapi', 'sertifikat', 'nya', 'ga', 'keluar', 'kemaren', 'juga', 'kertasnya', 'tulisan', 'tangan', 'gimana', 'yah', 'solusinya', 'masa', 'saya', 'harus', 'vaksin', 'lagi', 'sakit', 'ga', 'mau']
523;Negatif;@plindungi saya sudah lengkap dua dose vaksin di malaysia, saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi, tapi hingga saat ini saya belum mendapatkan verifikasi apapun, bagaimana solusinya?;saya sudah lengkap dua dose vaksin di malaysia saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi tapi hingga saat ini saya belum mendapatkan verifikasi apapun bagaimana solusinya;['saya', 'sudah', 'lengkap', 'dua', 'dose', 'vaksin', 'di', 'malaysia', 'saya', 'sudah', 'mengajukan', 'untuk', 'mendapatkan', 'sertifikat', 'di', 'peduli', 'lindungi', 'tapi', 'hingga', 'saat', 'ini', 'saya', 'belum', 'mendapatkan', 'verifikasi', 'apapun', 'bagaimana', 'solusinya']
524;Negatif;@plindungi saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;['saya', 'sudah', 'coba', 'tapi', 'tidak', 'bisa', 'ketemu', 'datanya', 'dan', 'saya', 'sudah', 'kirim', 'email', 'juga', 'mohon', 'di', 'proses']
525;Negatif;@plindungi saya mau tanya. tadi mertua saya antigen di bumame bandung kenapa hasilnya belum masuk aplikasi ya? dari pihak @bumame_farmasi sudah konfirmasi kalau sudah input data soalnya;saya mau tanya tadi mertua saya antigen di bumame bandung kenapa hasilnya belum masuk aplikasi ya dari pihak farmasi sudah konfirmasi kalau sudah input data soalnya;['saya', 'mau', 'tanya', 'tadi', 'mertua', 'saya', 'antigen', 'di', 'bumame', 'bandung', 'kenapa', 'hasilnya', 'belum', 'masuk', 'aplikasi', 'ya', 'dari', 'pihak', 'farmasi', 'sudah', 'konfirmasi', 'kalau', 'sudah', 'input', 'data', 'soalnya']
526;Negatif;@plindungi saya mau menanyakan masalah tentang vaksin atas nama rina pelani yg dimana pada tgl 27 september 2021 telah melakukan vaksin pertama di kantor desa pondok jaya sepatan tangerang kabupaten? tetapi setelah di lakukan pengecekan di aplikasi yg di;saya mau menanyakan masalah tentang vaksin atas nama rina pelani yg dimana pada tgl september telah melakukan vaksin pertama di kantor desa pondok jaya sepatan tangerang kabupaten tetapi setelah di lakukan pengecekan di aplikasi yg di;['saya', 'mau', 'menanyakan', 'masalah', 'tentang', 'vaksin', 'atas', 'nama', 'rina', 'pelani', 'yg', 'dimana', 'pada', 'tgl', 'september', 'telah', 'melakukan', 'vaksin', 'pertama', 'di', 'kantor', 'desa', 'pondok', 'jaya', 'sepatan', 'tangerang', 'kabupaten', 'tetapi', 'setelah', 'di', 'lakukan', 'pengecekan', 'di', 'aplikasi', 'yg', 'di']
527;Negatif;@plindungi saya mau log in tapi kode otp-nya tidak pernah masuk ke email. kegiatan sehari-hari saya jadi terhambat. bagaimana solusinya? tolong segera diperbaiki, mengingat aplikasi ini sudah digunakan di mana-mana. sertifikat vaksin kedua saya pun belum ;saya mau log in tapi kode otpnya tidak pernah masuk ke email kegiatan seharihari saya jadi terhambat bagaimana solusinya tolong segera diperbaiki mengingat aplikasi ini sudah digunakan di manamana sertifikat vaksin kedua saya pun belum;['saya', 'mau', 'log', 'in', 'tapi', 'kode', 'otpnya', 'tidak', 'pernah', 'masuk', 'ke', 'email', 'kegiatan', 'seharihari', 'saya', 'jadi', 'terhambat', 'bagaimana', 'solusinya', 'tolong', 'segera', 'diperbaiki', 'mengingat', 'aplikasi', 'ini', 'sudah', 'digunakan', 'di', 'manamana', 'sertifikat', 'vaksin', 'kedua', 'saya', 'pun', 'belum']
