;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
523;523;Negatif;plindungi saya sudah lengkap dua dose vaksin di malaysia saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi tapi hingga saat ini saya belum mendapatkan verifikasi apapun bagaimana solusinya;plindungi saya sudah lengkap dua dose vaksin di malaysia saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi tapi hingga saat ini saya belum mendapatkan verifikasi apapun bagaimana solusinya;['plindungi', 'saya', 'sudah', 'lengkap', 'dua', 'dose', 'vaksin', 'di', 'malaysia', 'saya', 'sudah', 'mengajukan', 'untuk', 'mendapatkan', 'sertifikat', 'di', 'peduli', 'lindungi', 'tapi', 'hingga', 'saat', 'ini', 'saya', 'belum', 'mendapatkan', 'verifikasi', 'apapun', 'bagaimana', 'solusinya'];<FreqDist with 24 samples and 29 outcomes>;['lengkap', 'dose', 'vaksin', 'malaysia', 'mengajukan', 'sertifikat', 'peduli', 'lindungi', 'verifikasi', 'apapun', 'solusinya'];plindungi lengkap dose vaksin malaysia mengajukan sertifikat peduli lindungi verifikasi apapun solusinya;lengkap dose vaksin malaysia aju sertifikat peduli lindung verifikasi apa solusi;['plindungi', 'lengkap', 'dose', 'vaksin', 'malaysia', 'mengajukan', 'sertifikat', 'peduli', 'lindungi', 'verifikasi', 'apapun', 'solusinya']
524;524;Negatif;plindungi saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;plindungi saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;['plindungi', 'saya', 'sudah', 'coba', 'tapi', 'tidak', 'bisa', 'ketemu', 'datanya', 'dan', 'saya', 'sudah', 'kirim', 'email', 'juga', 'mohon', 'di', 'proses'];<FreqDist with 16 samples and 18 outcomes>;['coba', 'ketemu', 'datanya', 'kirim', 'email', 'proses'];plindungi coba ketemu datanya kirim email proses;coba ketemu data kirim email proses;['plindungi', 'coba', 'ketemu', 'datanya', 'kirim', 'email', 'proses']
525;525;Negatif;plindungi saya mau tanya tadi mertua saya antigen di bumame bandung kenapa hasilnya belum masuk aplikasi ya dari pihak bumamefarmasi sudah konfirmasi kalau sudah input data soalnya;plindungi saya mau tanya tadi mertua saya antigen di bumame bandung kenapa hasilnya belum masuk aplikasi ya dari pihak bumamefarmasi sudah konfirmasi kalau sudah input data soalnya;['plindungi', 'saya', 'mau', 'tanya', 'tadi', 'mertua', 'saya', 'antigen', 'di', 'bumame', 'bandung', 'kenapa', 'hasilnya', 'belum', 'masuk', 'aplikasi', 'ya', 'dari', 'pihak', 'bumamefarmasi', 'sudah', 'konfirmasi', 'kalau', 'sudah', 'input', 'data', 'soalnya'];<FreqDist with 25 samples and 27 outcomes>;['mertua', 'antigen', 'bumame', 'bandung', 'hasilnya', 'aplikasi', 'farmasi', 'konfirmasi', 'input', 'data'];plindungi mertua antigen bumame bandung hasilnya aplikasi bumamefarmasi konfirmasi input data;mertua antigen bumame bandung hasil aplikasi farmasi konfirmasi input data;['plindungi', 'mertua', 'antigen', 'bumame', 'bandung', 'hasilnya', 'aplikasi', 'bumamefarmasi', 'konfirmasi', 'input', 'data']
526;526;Negatif;plindungi saya mau menanyakan masalah tentang vaksin atas nama rina pelani yg dimana pada tgl  september  telah melakukan vaksin pertama di kantor desa pondok jaya sepatan tangerang kabupaten tetapi setelah di lakukan pengecekan di aplikasi yg di;plindungi saya mau menanyakan masalah tentang vaksin atas nama rina pelani yg dimana pada tgl september telah melakukan vaksin pertama di kantor desa pondok jaya sepatan tangerang kabupaten tetapi setelah di lakukan pengecekan di aplikasi yg di;['plindungi', 'saya', 'mau', 'menanyakan', 'masalah', 'tentang', 'vaksin', 'atas', 'nama', 'rina', 'pelani', 'yg', 'dimana', 'pada', 'tgl', 'september', 'telah', 'melakukan', 'vaksin', 'pertama', 'di', 'kantor', 'desa', 'pondok', 'jaya', 'sepatan', 'tangerang', 'kabupaten', 'tetapi', 'setelah', 'di', 'lakukan', 'pengecekan', 'di', 'aplikasi', 'yg', 'di'];<FreqDist with 32 samples and 37 outcomes>;['vaksin', 'nama', 'rina', 'pelani', 'dimana', 'tgl', 'september', 'vaksin', 'kantor', 'desa', 'pondok', 'jaya', 'sepatan', 'tangerang', 'kabupaten', 'lakukan', 'pengecekan', 'aplikasi'];plindungi vaksin nama rina pelani dimana tanggal september vaksin kantor desa pondok jaya sepatan tangerang kabupaten lakukan pengecekan aplikasi;vaksin nama rina pelan mana tanggal september vaksin kantor desa pondok jaya sepat tangerang kabupaten laku kece aplikasi;['plindungi', 'vaksin', 'nama', 'rina', 'pelani', 'dimana', 'tgl', 'september', 'vaksin', 'kantor', 'desa', 'pondok', 'jaya', 'sepatan', 'tangerang', 'kabupaten', 'lakukan', 'pengecekan', 'aplikasi']
527;527;Negatif;plindungi saya mau log in tapi kode otpnya tidak pernah masuk ke email kegiatan seharihari saya jadi terhambat bagaimana solusinya tolong segera diperbaiki mengingat aplikasi ini sudah digunakan di manamana sertifikat vaksin kedua saya pun belum ;plindungi saya mau log in tapi kode otpnya tidak pernah masuk ke email kegiatan seharihari saya jadi terhambat bagaimana solusinya tolong segera diperbaiki mengingat aplikasi ini sudah digunakan di manamana sertifikat vaksin kedua saya pun belum;['plindungi', 'saya', 'mau', 'log', 'in', 'tapi', 'kode', 'otpnya', 'tidak', 'pernah', 'masuk', 'ke', 'email', 'kegiatan', 'seharihari', 'saya', 'jadi', 'terhambat', 'bagaimana', 'solusinya', 'tolong', 'segera', 'diperbaiki', 'mengingat', 'aplikasi', 'ini', 'sudah', 'digunakan', 'di', 'manamana', 'sertifikat', 'vaksin', 'kedua', 'saya', 'pun', 'belum'];<FreqDist with 34 samples and 36 outcomes>;['log', 'kode', 'otpnya', 'email', 'kegiatan', 'seharihari', 'terhambat', 'solusinya', 'tolong', 'diperbaiki', 'aplikasi', 'manamana', 'sertifikat', 'vaksin'];plindungi log kode otpnya email kegiatan seharihari terhambat solusinya tolong diperbaiki aplikasi manamana sertifikat vaksin;log kode otpnya email giat seharihari hambat solusi tolong baik aplikasi manamana sertifikat vaksin;['plindungi', 'log', 'kode', 'otpnya', 'email', 'kegiatan', 'seharihari', 'terhambat', 'solusinya', 'tolong', 'diperbaiki', 'aplikasi', 'manamana', 'sertifikat', 'vaksin']
528;528;Negatif;plindungi saya mau log in di hp lain kenapa hanya bisa masuk seperti ini ya  httpstcokpkwwihb;plindungi saya mau log in di hp lain kenapa hanya bisa masuk seperti ini ya httpstcokpkwwihb;['plindungi', 'saya', 'mau', 'log', 'in', 'di', 'hp', 'lain', 'kenapa', 'hanya', 'bisa', 'masuk', 'seperti', 'ini', 'ya', 'httpstcokpkwwihb'];<FreqDist with 16 samples and 16 outcomes>;['log', 'hp'];plindungi log hp httpstcokpkwwihb;log hp;['plindungi', 'log', 'hp', 'httpstcokpkwwihb']
529;529;Negatif;plindungi saya juga gak bisa dpt surat tanda sudah divaksin jadi akses mau kemana susah ke luar kota pun susah jgnkan luar kota beli makan di resto aja nunjukin sertifikat vaksin ;plindungi saya juga gak bisa dpt surat tanda sudah divaksin jadi akses mau kemana susah ke luar kota pun susah jgnkan luar kota beli makan di resto aja nunjukin sertifikat vaksin;['plindungi', 'saya', 'juga', 'gak', 'bisa', 'dpt', 'surat', 'tanda', 'sudah', 'divaksin', 'jadi', 'akses', 'mau', 'kemana', 'susah', 'ke', 'luar', 'kota', 'pun', 'susah', 'jgnkan', 'luar', 'kota', 'beli', 'makan', 'di', 'resto', 'aja', 'nunjukin', 'sertifikat', 'vaksin'];<FreqDist with 28 samples and 31 outcomes>;['surat', 'tanda', 'divaksin', 'akses', 'kemana', 'susah', 'kota', 'susah', 'jgnkan', 'kota', 'beli', 'makan', 'resto', 'nunjukin', 'sertifikat', 'vaksin'];plindungi surat tanda divaksin akses kemana susah kota susah jgnkan kota beli makan resto nunjukin sertifikat vaksin;surat tanda vaksin akses mana susah kota susah jgnkan kota beli makan resto nunjukin sertifikat vaksin;['plindungi', 'surat', 'tanda', 'divaksin', 'akses', 'kemana', 'susah', 'kota', 'susah', 'jgnkan', 'kota', 'beli', 'makan', 'resto', 'nunjukin', 'sertifikat', 'vaksin']
530;530;Negatif;plindungi saya ga ada di kirim inbox jadwal vaksin kedua padahal harusnya tanggal  oktober saya harusnya di vaksin kedua bila merunut pada jadwal  minggu setelah vaksin pertama vaksin pertama tgl  oktober ;plindungi saya ga ada di kirim inbox jadwal vaksin kedua padahal harusnya tanggal oktober saya harusnya di vaksin kedua bila merunut pada jadwal minggu setelah vaksin pertama vaksin pertama tgl oktober;['plindungi', 'saya', 'ga', 'ada', 'di', 'kirim', 'inbox', 'jadwal', 'vaksin', 'kedua', 'padahal', 'harusnya', 'tanggal', 'oktober', 'saya', 'harusnya', 'di', 'vaksin', 'kedua', 'bila', 'merunut', 'pada', 'jadwal', 'minggu', 'setelah', 'vaksin', 'pertama', 'vaksin', 'pertama', 'tgl', 'oktober'];<FreqDist with 21 samples and 31 outcomes>;['kirim', 'inbox', 'jadwal', 'vaksin', 'tanggal', 'oktober', 'vaksin', 'merunut', 'jadwal', 'minggu', 'vaksin', 'vaksin', 'tgl', 'oktober'];plindungi kirim inbox jadwal vaksin tanggal oktober vaksin merunut jadwal minggu vaksin vaksin tanggal oktober;kirim inbox jadwal vaksin tanggal oktober vaksin runut jadwal minggu vaksin vaksin tanggal oktober;['plindungi', 'kirim', 'inbox', 'jadwal', 'vaksin', 'tanggal', 'oktober', 'vaksin', 'merunut', 'jadwal', 'minggu', 'vaksin', 'vaksin', 'tgl', 'oktober']
531;531;Negatif;plindungi saya di vaksin pertama ko data vaksin nya belum muncul sampai sekarang sudah mau  bulan;plindungi saya di vaksin pertama ko data vaksin nya belum muncul sampai sekarang sudah mau bulan;['plindungi', 'saya', 'di', 'vaksin', 'pertama', 'ko', 'data', 'vaksin', 'nya', 'belum', 'muncul', 'sampai', 'sekarang', 'sudah', 'mau', 'bulan'];<FreqDist with 15 samples and 16 outcomes>;['vaksin', 'ko', 'data', 'vaksin', 'muncul'];plindungi vaksin kok data vaksin muncul;vaksin kok data vaksin muncul;['plindungi', 'vaksin', 'ko', 'data', 'vaksin', 'muncul']
532;532;Negatif;plindungi saya coba register pedulilindungi nomor hp sudah benar tapi tidak terima otp sudah saya ulangi berkalikali tapi tetep tidak terima otp mohon bantuannya ;plindungi saya coba register pedulilindungi nomor hp sudah benar tapi tidak terima otp sudah saya ulangi berkalikali tapi tetep tidak terima otp mohon bantuannya;['plindungi', 'saya', 'coba', 'register', 'pedulilindungi', 'nomor', 'hp', 'sudah', 'benar', 'tapi', 'tidak', 'terima', 'otp', 'sudah', 'saya', 'ulangi', 'berkalikali', 'tapi', 'tetep', 'tidak', 'terima', 'otp', 'mohon', 'bantuannya'];<FreqDist with 18 samples and 24 outcomes>;['coba', 'register', 'pedulilindungi', 'nomor', 'hp', 'terima', 'otp', 'ulangi', 'berkalikali', 'tetep', 'terima', 'otp', 'bantuannya'];plindungi coba register pedulilindungi nomor hp terima otp ulangi berkalikali tetap terima otp bantuannya;coba register pedulilindungi nomor hp terima otp ulang berkalikali tetap terima otp bantu;['plindungi', 'coba', 'register', 'pedulilindungi', 'nomor', 'hp', 'terima', 'otp', 'ulangi', 'berkalikali', 'tetep', 'terima', 'otp', 'bantuannya']
533;533;Negatif;plindungi saya buka apk mentok disini solusinya bagaimana  httpstcosewzfg;plindungi saya buka apk mentok disini solusinya bagaimana httpstcosewzfg;['plindungi', 'saya', 'buka', 'apk', 'mentok', 'disini', 'solusinya', 'bagaimana', 'httpstcosewzfg'];<FreqDist with 9 samples and 9 outcomes>;['buka', 'apk', 'mentok', 'solusinya'];plindungi buka apk mentok solusinya httpstcosewzfg;buka apk mentok solusi;['plindungi', 'buka', 'apk', 'mentok', 'solusinya', 'httpstcosewzfg']
534;534;Negatif;plindungi saya blm dapat kartu vaksin padahal sudah vaksin tgl  oktober ;plindungi saya blm dapat kartu vaksin padahal sudah vaksin tgl oktober;['plindungi', 'saya', 'blm', 'dapat', 'kartu', 'vaksin', 'padahal', 'sudah', 'vaksin', 'tgl', 'oktober'];<FreqDist with 10 samples and 11 outcomes>;['kartu', 'vaksin', 'vaksin', 'tgl', 'oktober'];plindungi kartu vaksin vaksin tanggal oktober;kartu vaksin vaksin tanggal oktober;['plindungi', 'kartu', 'vaksin', 'vaksin', 'tgl', 'oktober']
535;535;Negatif;plindungi sampai vaksin ke  belum terima sertifikat vaksin  nik malah di pakai atas nama orang lain saya sdh kirim email juga mohon pethatiannya;plindungi sampai vaksin ke belum terima sertifikat vaksin nik malah di pakai atas nama orang lain saya sdh kirim email juga mohon pethatiannya;['plindungi', 'sampai', 'vaksin', 'ke', 'belum', 'terima', 'sertifikat', 'vaksin', 'nik', 'malah', 'di', 'pakai', 'atas', 'nama', 'orang', 'lain', 'saya', 'sdh', 'kirim', 'email', 'juga', 'mohon', 'pethatiannya'];<FreqDist with 22 samples and 23 outcomes>;['vaksin', 'terima', 'sertifikat', 'vaksin', 'nik', 'pakai', 'nama', 'kirim', 'email', 'pethatiannya'];plindungi vaksin terima sertifikat vaksin nik pakai nama kirim email pethatiannya;vaksin terima sertifikat vaksin nik pakai nama kirim email pethatiannya;['plindungi', 'vaksin', 'terima', 'sertifikat', 'vaksin', 'nik', 'pakai', 'nama', 'kirim', 'email', 'pethatiannya']
536;536;Negatif;plindungi sampai sekarang belum juga ada tanggapan baru hari ini mulai panik soalnya mama juga butuh sertifikat nya sudah coba login di  httpstcoxksqksisp tapi malah gini keluar nya padahal saya sekeluarga bertiga barengan ditanggal yang sama dan s;plindungi sampai sekarang belum juga ada tanggapan baru hari ini mulai panik soalnya mama juga butuh sertifikat nya sudah coba login di httpstcoxksqksisp tapi malah gini keluar nya padahal saya sekeluarga bertiga barengan ditanggal yang sama dan ;['plindungi', 'sampai', 'sekarang', 'belum', 'juga', 'ada', 'tanggapan', 'baru', 'hari', 'ini', 'mulai', 'panik', 'soalnya', 'mama', 'juga', 'butuh', 'sertifikat', 'nya', 'sudah', 'coba', 'login', 'di', 'httpstcoxksqksisp', 'tapi', 'malah', 'gini', 'keluar', 'nya', 'padahal', 'saya', 'sekeluarga', 'bertiga', 'barengan', 'ditanggal', 'yang', 'sama', 'dan'];<FreqDist with 35 samples and 37 outcomes>;['tanggapan', 'panik', 'mama', 'butuh', 'sertifikat', 'coba', 'login', 'gini', 'sekeluarga', 'bertiga', 'barengan', 'ditanggal'];plindungi tanggapan panik mama butuh sertifikat coba login httpstcoxksqksisp begini sekeluarga bertiga barengan ditanggal;tanggap panik mama butuh sertifikat coba login begini keluarga tiga bareng tanggal;['plindungi', 'tanggapan', 'panik', 'mama', 'butuh', 'sertifikat', 'coba', 'login', 'httpstcoxksqksisp', 'gini', 'sekeluarga', 'bertiga', 'barengan', 'ditanggal']
537;537;Negatif;plindungi sampai saat ini setifikat vaksin pertama dan kedua tidak muncul padahal saya sudah email untuk meminta sertifikat vaksin pertama dan kedua saya vaksin pertama tanggal  juli  dan kedua  agustus   httpstcolrreawuzpc;plindungi sampai saat ini setifikat vaksin pertama dan kedua tidak muncul padahal saya sudah email untuk meminta sertifikat vaksin pertama dan kedua saya vaksin pertama tanggal juli dan kedua agustus httpstcolrreawuzpc;['plindungi', 'sampai', 'saat', 'ini', 'setifikat', 'vaksin', 'pertama', 'dan', 'kedua', 'tidak', 'muncul', 'padahal', 'saya', 'sudah', 'email', 'untuk', 'meminta', 'sertifikat', 'vaksin', 'pertama', 'dan', 'kedua', 'saya', 'vaksin', 'pertama', 'tanggal', 'juli', 'dan', 'kedua', 'agustus', 'httpstcolrreawuzpc'];<FreqDist with 22 samples and 31 outcomes>;['setifikat', 'vaksin', 'muncul', 'email', 'sertifikat', 'vaksin', 'vaksin', 'tanggal', 'juli', 'agustus'];plindungi setifikat vaksin muncul email sertifikat vaksin vaksin tanggal juli agustus httpstcolrreawuzpc;setifikat vaksin muncul email sertifikat vaksin vaksin tanggal juli agustus;['plindungi', 'setifikat', 'vaksin', 'muncul', 'email', 'sertifikat', 'vaksin', 'vaksin', 'tanggal', 'juli', 'agustus', 'httpstcolrreawuzpc']
538;538;Negatif;plindungi punya saya sudah minggu ga muncul eh malah muncul punya orang lain  httpstcolftlnsvfir;plindungi punya saya sudah minggu ga muncul eh malah muncul punya orang lain httpstcolftlnsvfir;['plindungi', 'punya', 'saya', 'sudah', 'minggu', 'ga', 'muncul', 'eh', 'malah', 'muncul', 'punya', 'orang', 'lain', 'httpstcolftlnsvfir'];<FreqDist with 12 samples and 14 outcomes>;['minggu', 'muncul', 'muncul'];plindungi minggu muncul muncul httpstcolftlnsvfir;minggu muncul muncul;['plindungi', 'minggu', 'muncul', 'muncul', 'httpstcolftlnsvfir']
539;539;Negatif;plindungi punya aku data nya belum di infut sama petugas nya wal hasil sertifikat ke  tetep zonk;plindungi punya aku data nya belum di infut sama petugas nya wal hasil sertifikat ke tetep zonk;['plindungi', 'punya', 'aku', 'data', 'nya', 'belum', 'di', 'infut', 'sama', 'petugas', 'nya', 'wal', 'hasil', 'sertifikat', 'ke', 'tetep', 'zonk'];<FreqDist with 16 samples and 17 outcomes>;['data', 'infut', 'petugas', 'hasil', 'sertifikat', 'tetep', 'zonk'];plindungi data infut petugas hasil sertifikat tetap zonk;data infut tugas hasil sertifikat tetap zonk;['plindungi', 'data', 'infut', 'petugas', 'hasil', 'sertifikat', 'tetep', 'zonk']
540;540;Negatif;plindungi pls ini kenapa ya mohon bantuannyaa scptnyað­ bsk ayahku mau berangkat kalau ga tar hp aku yg dibawaa plssss toloonggg plindungi  httpstcolrnilitwuf;plindungi pls ini kenapa ya mohon bantuannyaa scptnya bsk ayahku mau berangkat kalau ga tar hp aku yg dibawaa plssss toloonggg plindungi httpstcolrnilitwuf;['plindungi', 'pls', 'ini', 'kenapa', 'ya', 'mohon', 'bantuannyaa', 'scptnya', 'bsk', 'ayahku', 'mau', 'berangkat', 'kalau', 'ga', 'tar', 'hp', 'aku', 'yg', 'dibawaa', 'plssss', 'toloonggg', 'plindungi', 'httpstcolrnilitwuf'];<FreqDist with 22 samples and 23 outcomes>;['pls', 'bantuannyaa', 'scptnya', 'bsk', 'ayahku', 'berangkat', 'hp', 'dibawaa', 'plssss', 'toloonggg'];plindungi pls bantuannyaa scptnya besok ayahku berangkat hp dibawaa plssss toloonggg plindungi httpstcolrnilitwuf;pls bantuannyaa scptnya besok ayah berangkat hp dibawaa plssss toloonggg;['plindungi', 'pls', 'bantuannyaa', 'scptnya', 'bsk', 'ayahku', 'berangkat', 'hp', 'dibawaa', 'plssss', 'toloonggg', 'plindungi', 'httpstcolrnilitwuf']
541;541;Negatif;plindungi pie iki bapakku wes vaksin pertama nomer telpon ono nik ono kabeh syarat e ono begitu download app malah ra metu sertifikat e pie iki;plindungi pie iki bapakku wes vaksin pertama nomer telpon ono nik ono kabeh syarat  ono begitu download app malah ra metu sertifikat  pie iki;['plindungi', 'pie', 'iki', 'bapakku', 'wes', 'vaksin', 'pertama', 'nomer', 'telpon', 'ono', 'nik', 'ono', 'kabeh', 'syarat', 'ono', 'begitu', 'download', 'app', 'malah', 'ra', 'metu', 'sertifikat', 'pie', 'iki'];<FreqDist with 20 samples and 24 outcomes>;['pie', 'bapakku', 'wes', 'vaksin', 'nomer', 'telpon', 'ono', 'nik', 'ono', 'kabeh', 'syarat', 'ono', 'download', 'app', 'metu', 'sertifikat', 'pie'];plindungi pie bapakku wes vaksin nomer telpon sono nik sono kabeh syarat sono download app metu sertifikat pie;pie bapak wes vaksin nomer telpon sono nik sono kabeh syarat sono download app metu sertifikat pie;['plindungi', 'pie', 'bapakku', 'wes', 'vaksin', 'nomer', 'telpon', 'ono', 'nik', 'ono', 'kabeh', 'syarat', 'ono', 'download', 'app', 'metu', 'sertifikat', 'pie']
542;542;Negatif;plindungi petugas salah input nmr hp gmn caranya min;plindungi petugas salah input nmr hp gmn caranya min;['plindungi', 'petugas', 'salah', 'input', 'nmr', 'hp', 'gmn', 'caranya', 'min'];<FreqDist with 9 samples and 9 outcomes>;['petugas', 'salah', 'input', 'nmr', 'hp'];plindungi petugas salah input nomor hp;tugas salah input nomor hp;['plindungi', 'petugas', 'salah', 'input', 'nmr', 'hp']
543;543;Negatif;plindungi pedulilindungi saya gk bisa ubah profil akun pedulilindungi saya saya mau ganti nama kok gk bisa;plindungi pedulilindungi saya gk bisa ubah profil akun pedulilindungi saya saya mau ganti nama kok gk bisa;['plindungi', 'pedulilindungi', 'saya', 'gk', 'bisa', 'ubah', 'profil', 'akun', 'pedulilindungi', 'saya', 'saya', 'mau', 'ganti', 'nama', 'kok', 'gk', 'bisa'];<FreqDist with 12 samples and 17 outcomes>;['pedulilindungi', 'ubah', 'profil', 'akun', 'pedulilindungi', 'ganti', 'nama'];plindungi pedulilindungi ubah profil akun pedulilindungi ganti nama;pedulilindungi ubah profil akun pedulilindungi ganti nama;['plindungi', 'pedulilindungi', 'ubah', 'profil', 'akun', 'pedulilindungi', 'ganti', 'nama']
544;544;Negatif;plindungi parah nih min ko ga ada sertifikat yg ke  padahal udah vaksin;plindungi parah nih min ko ga ada sertifikat yg ke padahal udah vaksin;['plindungi', 'parah', 'nih', 'min', 'ko', 'ga', 'ada', 'sertifikat', 'yg', 'ke', 'padahal', 'udah', 'vaksin'];<FreqDist with 13 samples and 13 outcomes>;['parah', 'ko', 'sertifikat', 'vaksin'];plindungi parah kok sertifikat vaksin;parah kok sertifikat vaksin;['plindungi', 'parah', 'ko', 'sertifikat', 'vaksin']
